               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.072258,            0.010836,            0.061555,             0.32118,             0.62242,             0.45231,             0.29672,            0.021106,           0.0025845,            0.035492,            0.070017,           0.0033314,           0.0033314
                   1,            0.045881,            0.008317,            0.045732,             0.81835,             0.83875,             0.85888,               0.575,            0.021392,           0.0024799,            0.016651,            0.039951,           0.0065987,           0.0065987
